index,Isolate,AMIKACIN,AMOXICILLIN,AMOXICILLIN_CLAVULANATE,CAPREOMYCIN,CIPROFLOXACIN,CLARITHROMYCIN,CLOFAZIMINE,CYCLOSERINE,ETHAMBUTOL,ETHIONAMIDE,GATIFLOXACIN,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,MOXIFLOXACIN,NICOTINAMIDE,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PROTHIONAMIDE,PYRAZINAMIDE,RIFABUTIN,RIFAMPICIN,STREPTOMYCIN,category,ETHIOMIDE,IMIPENEM,LINEZOLID,OXIFLOXACIN,PARA_AMINOSALICYLIC_ACID,run,run_combined,bioproject,biosample,internal,path,Isolate_original,accessions
131,03R0110,,,,R,,,,,R,S,,R,R,,,,R,R,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0110/pilon/03R0110.vcf,03R0110,ERS2401275
132,03R0154,,,,R,,,,,S,R,,S,S,,,,S,R,,R,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0154/pilon/03R0154.vcf,03R0154,SAMN22416402
133,03R0177,,,,S,,,,,R,R,,R,S,,,,S,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0177/pilon/03R0177.vcf,03R0177,ERS2401171
134,03R0194,S,,,S,,,,,R,R,,R,R,R,,,R,S,,R,,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0194/pilon/03R0194.vcf,03R0194,ERS2401169
135,03R0268,,,,R,,,,,R,R,,R,R,,,,R,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0268/pilon/03R0268.vcf,03R0268,ERS2401224
136,03R0293,,,,R,,,,,R,S,,R,R,,,,R,S,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0293/pilon/03R0293.vcf,03R0293,ERS2401154
137,03R0319,S,,,S,,,,,R,S,R,R,S,R,R,,R,S,,R,S,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0319/pilon/03R0319.vcf,03R0319,SAMN05916295
138,03R0327,R,,,R,,R,,,R,R,,R,R,S,,,S,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0327/pilon/03R0327.vcf,03R0327,ERS2401179
139,03R0411,,,,,,,,,R,R,,R,S,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0411/pilon/03R0411.vcf,03R0411,ERS2401207
140,03R0419,S,,,S,,,,,R,S,,R,S,R,S,,R,R,,R,R,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0419/pilon/03R0419.vcf,03R0419,SAMN06094101
141,03R0655,,,,,,,,,R,,,R,S,,,,,,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0655/pilon/03R0655.vcf,03R0655,ERS2401157
148,03R0797,S,,,R,,,,,R,R,,R,S,R,,,R,R,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0797/pilon/03R0797.vcf,03R0797,ERS2401109
149,03R0821,S,,,,,,,,R,,,R,S,R,,,R,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0821/pilon/03R0821.vcf,03R0821,ERS2401297
150,03R0871,,,,R,,,,,R,,,R,R,,,,,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0871/pilon/03R0871.vcf,03R0871,ERS2401222
151,03R0878,,,,,,,,,R,,,R,S,,,,,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0878/pilon/03R0878.vcf,03R0878,ERS2401211
153,03R0920,S,,,S,,,,,S,R,,R,R,R,,,R,R,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0920/pilon/03R0920.vcf,03R0920,ERS2401246
155,03R0951,,,,,,,,,R,,,R,S,,,,,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0951/pilon/03R0951.vcf,03R0951,ERS2401118
156,03R0979,S,,,S,,,,,R,S,,R,S,S,S,,S,S,,S,R,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0979/pilon/03R0979.vcf,03R0979,SAMN05915278
157,03R0986,S,,,,,S,,,S,R,,R,S,S,,,,S,,R,,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R0986/pilon/03R0986.vcf,03R0986,ERS2401143
158,03R1082,R,,,R,,,,,R,R,,R,R,S,,,S,S,,S,,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1082/pilon/03R1082.vcf,03R1082,ERS2401135
159,03R1084,S,,,R,,,,,R,S,,R,R,S,,,S,S,,R,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1084/pilon/03R1084.vcf,03R1084,ERS2401411
160,03R1176,,,,,,,,,R,R,,R,S,,,,,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1176/pilon/03R1176.vcf,03R1176,ERS2401191
161,03R1337,,,,R,,,,,R,R,,R,R,,,,R,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1337/pilon/03R1337.vcf,03R1337,ERS2401346
162,03R1338,S,,,,,,,,R,R,,R,S,S,,,,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1338/pilon/03R1338.vcf,03R1338,ERS2401345
163,03R1373,R,,,R,,,,,R,R,,R,R,R,,,R,R,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1373/pilon/03R1373.vcf,03R1373,ERS2401406
164,03R1404,,,,R,,,,,R,S,,R,R,,,,R,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1404/pilon/03R1404.vcf,03R1404,ERS2401401
165,03R1451,R,,,,,R,,,R,R,,R,R,S,,,,S,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1451/pilon/03R1451.vcf,03R1451,ERS2401204
166,03R1465,R,,,R,,,,,R,S,,R,R,S,,,S,R,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1465/pilon/03R1465.vcf,03R1465,ERS2401209
167,03R1504,,,,S,,,,,R,S,,R,R,,,,S,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/03R1504/pilon/03R1504.vcf,03R1504,ERS2401078
168,04R0266,S,,,S,,,,,R,R,,R,S,S,S,,S,,,R,R,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/04R0266/pilon/04R0266.vcf,04R0266,SAMN05918674
169,04R0273,,,,R,,,,,R,R,,R,R,,,,S,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/04R0273/pilon/04R0273.vcf,04R0273,ERS2401364
170,04R0292,R,,,R,,,,,R,S,,R,R,,,,S,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/04R0292/pilon/04R0292.vcf,04R0292,ERS2401256
171,04R0438,,,,S,,,,,R,S,,R,S,,,,S,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/04R0438/pilon/04R0438.vcf,04R0438,ERS2401182
202,1479144119992T178015lib4985nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144119992T178015lib4985nextseqn0035151bp/pilon/1479144119992T178015lib4985nextseqn0035151bp.vcf,1479144119992T178015lib4985nextseqn0035151bp,SAMN20693073
203,1479144119992T178115lib4986nextseqn0035151bp,S,,,S,,,,,R,R,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144119992T178115lib4986nextseqn0035151bp/pilon/1479144119992T178115lib4986nextseqn0035151bp.vcf,1479144119992T178115lib4986nextseqn0035151bp,SAMN20693074
204,1479144119992T178215lib4987nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144119992T178215lib4987nextseqn0035151bp/pilon/1479144119992T178215lib4987nextseqn0035151bp.vcf,1479144119992T178215lib4987nextseqn0035151bp,SAMN20693075
205,1479144119992T178315lib4988nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,R,,S,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144119992T178315lib4988nextseqn0035151bp/pilon/1479144119992T178315lib4988nextseqn0035151bp.vcf,1479144119992T178315lib4988nextseqn0035151bp,SAMN20693076
206,1479144119992T178415lib4989nextseqn0036151bp,S,,,S,,,,,S,S,,R,S,S,R,,R,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144119992T178415lib4989nextseqn0036151bp/pilon/1479144119992T178415lib4989nextseqn0036151bp.vcf,1479144119992T178415lib4989nextseqn0036151bp,SAMN20693077
207,1479144119992T178515lib4990nextseqn0036151bp,S,,,S,,,,,S,S,,R,S,S,S,,R,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144119992T178515lib4990nextseqn0036151bp/pilon/1479144119992T178515lib4990nextseqn0036151bp.vcf,1479144119992T178515lib4990nextseqn0036151bp,SAMN20693078
208,1479144119992T178615lib4991nextseqn0036151bp,S,,,S,,,,,R,R,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144119992T178615lib4991nextseqn0036151bp/pilon/1479144119992T178615lib4991nextseqn0036151bp.vcf,1479144119992T178615lib4991nextseqn0036151bp,SAMN20693079
209,1479144119992T178715lib4992nextseqn0036151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144119992T178715lib4992nextseqn0036151bp/pilon/1479144119992T178715lib4992nextseqn0036151bp.vcf,1479144119992T178715lib4992nextseqn0036151bp,SAMN20693080
210,1479144813357T180115lib5006nextseqn0035151bp,R,,,S,,,,,R,S,,R,R,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T180115lib5006nextseqn0035151bp/pilon/1479144813357T180115lib5006nextseqn0035151bp.vcf,1479144813357T180115lib5006nextseqn0035151bp,SAMN20693081
211,1479144813357T180215lib5007nextseqn0035151bp,S,,,S,,,,,S,S,,S,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T180215lib5007nextseqn0035151bp/pilon/1479144813357T180215lib5007nextseqn0035151bp.vcf,1479144813357T180215lib5007nextseqn0035151bp,SAMN20693082
212,1479144813357T180315lib5008nextseqn0036151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T180315lib5008nextseqn0036151bp/pilon/1479144813357T180315lib5008nextseqn0036151bp.vcf,1479144813357T180315lib5008nextseqn0036151bp,SAMN20693083
213,1479144813357T180415lib5009nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T180415lib5009nextseqn0035151bp/pilon/1479144813357T180415lib5009nextseqn0035151bp.vcf,1479144813357T180415lib5009nextseqn0035151bp,SAMN20693084
214,1479144813357T180515lib5010nextseqn0035151bp,S,,,S,,,,,R,R,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T180515lib5010nextseqn0035151bp/pilon/1479144813357T180515lib5010nextseqn0035151bp.vcf,1479144813357T180515lib5010nextseqn0035151bp,SAMN20693085
215,1479144813357T180615lib5011nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T180615lib5011nextseqn0035151bp/pilon/1479144813357T180615lib5011nextseqn0035151bp.vcf,1479144813357T180615lib5011nextseqn0035151bp,SAMN20693086
216,1479144813357T180715lib5012nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,S,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T180715lib5012nextseqn0035151bp/pilon/1479144813357T180715lib5012nextseqn0035151bp.vcf,1479144813357T180715lib5012nextseqn0035151bp,SAMN20693087
217,1479144813357T181615lib5021nextseqn0035151bp,S,,,S,,,,,S,R,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T181615lib5021nextseqn0035151bp/pilon/1479144813357T181615lib5021nextseqn0035151bp.vcf,1479144813357T181615lib5021nextseqn0035151bp,SAMN20693088
218,1479144813357T181715lib5022nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T181715lib5022nextseqn0035151bp/pilon/1479144813357T181715lib5022nextseqn0035151bp.vcf,1479144813357T181715lib5022nextseqn0035151bp,SAMN20693089
219,1479144813357T181815lib5023nextseqn0035151bp,S,,,S,,,,,R,R,,R,S,R,R,,R,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T181815lib5023nextseqn0035151bp/pilon/1479144813357T181815lib5023nextseqn0035151bp.vcf,1479144813357T181815lib5023nextseqn0035151bp,SAMN20693090
220,1479144813357T181915lib5024nextseqn0036151bp,S,,,S,,,,,S,R,,S,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T181915lib5024nextseqn0036151bp/pilon/1479144813357T181915lib5024nextseqn0036151bp.vcf,1479144813357T181915lib5024nextseqn0036151bp,SAMN20693091
221,1479144813357T182015lib5025nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479144813357T182015lib5025nextseqn0035151bp/pilon/1479144813357T182015lib5025nextseqn0035151bp.vcf,1479144813357T182015lib5025nextseqn0035151bp,SAMN20693092
222,1479146369267T182115lib5026nextseqn0035151bp,S,,,S,,,,,S,R,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182115lib5026nextseqn0035151bp/pilon/1479146369267T182115lib5026nextseqn0035151bp.vcf,1479146369267T182115lib5026nextseqn0035151bp,SAMN20693093
223,1479146369267T182215lib5027nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182215lib5027nextseqn0035151bp/pilon/1479146369267T182215lib5027nextseqn0035151bp.vcf,1479146369267T182215lib5027nextseqn0035151bp,SAMN20693094
224,1479146369267T182315lib5028nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182315lib5028nextseqn0035151bp/pilon/1479146369267T182315lib5028nextseqn0035151bp.vcf,1479146369267T182315lib5028nextseqn0035151bp,SAMN20693095
225,1479146369267T182415lib5029nextseqn0036151bp,S,,,S,,,,,R,S,,R,S,S,S,,R,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182415lib5029nextseqn0036151bp/pilon/1479146369267T182415lib5029nextseqn0036151bp.vcf,1479146369267T182415lib5029nextseqn0036151bp,SAMN20693096
226,1479146369267T182515lib5030nextseqn0036151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182515lib5030nextseqn0036151bp/pilon/1479146369267T182515lib5030nextseqn0036151bp.vcf,1479146369267T182515lib5030nextseqn0036151bp,SAMN20693097
227,1479146369267T182615lib5031nextseqn0036151bp,S,,,S,,,,,S,R,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182615lib5031nextseqn0036151bp/pilon/1479146369267T182615lib5031nextseqn0036151bp.vcf,1479146369267T182615lib5031nextseqn0036151bp,SAMN20693098
228,1479146369267T182715lib5032nextseqn0036151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182715lib5032nextseqn0036151bp/pilon/1479146369267T182715lib5032nextseqn0036151bp.vcf,1479146369267T182715lib5032nextseqn0036151bp,SAMN20693099
229,1479146369267T182815lib5033nextseqn0036151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182815lib5033nextseqn0036151bp/pilon/1479146369267T182815lib5033nextseqn0036151bp.vcf,1479146369267T182815lib5033nextseqn0036151bp,SAMN20693100
230,1479146369267T182915lib5034nextseqn0036151bp,S,,,S,,,,,R,R,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T182915lib5034nextseqn0036151bp/pilon/1479146369267T182915lib5034nextseqn0036151bp.vcf,1479146369267T182915lib5034nextseqn0036151bp,SAMN20693101
231,1479146369267T183015lib5035nextseqn0036151bp,S,,,S,,,,,S,S,,R,,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183015lib5035nextseqn0036151bp/pilon/1479146369267T183015lib5035nextseqn0036151bp.vcf,1479146369267T183015lib5035nextseqn0036151bp,SAMN20693102
232,1479146369267T183115lib5036nextseqn0036151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183115lib5036nextseqn0036151bp/pilon/1479146369267T183115lib5036nextseqn0036151bp.vcf,1479146369267T183115lib5036nextseqn0036151bp,SAMN20693103
233,1479146369267T183215lib5037nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,R,,S,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183215lib5037nextseqn0035151bp/pilon/1479146369267T183215lib5037nextseqn0035151bp.vcf,1479146369267T183215lib5037nextseqn0035151bp,SAMN20693104
234,1479146369267T183315lib5038nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183315lib5038nextseqn0035151bp/pilon/1479146369267T183315lib5038nextseqn0035151bp.vcf,1479146369267T183315lib5038nextseqn0035151bp,SAMN20693105
235,1479146369267T183415lib5039nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183415lib5039nextseqn0035151bp/pilon/1479146369267T183415lib5039nextseqn0035151bp.vcf,1479146369267T183415lib5039nextseqn0035151bp,SAMN20693106
236,1479146369267T183515lib5040nextseqn0036151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183515lib5040nextseqn0036151bp/pilon/1479146369267T183515lib5040nextseqn0036151bp.vcf,1479146369267T183515lib5040nextseqn0036151bp,SAMN20693107
237,1479146369267T183615lib5041nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183615lib5041nextseqn0035151bp/pilon/1479146369267T183615lib5041nextseqn0035151bp.vcf,1479146369267T183615lib5041nextseqn0035151bp,SAMN20693108
238,1479146369267T183715lib5042nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183715lib5042nextseqn0035151bp/pilon/1479146369267T183715lib5042nextseqn0035151bp.vcf,1479146369267T183715lib5042nextseqn0035151bp,SAMN20693109
239,1479146369267T183815lib5043nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,R,,S,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183815lib5043nextseqn0035151bp/pilon/1479146369267T183815lib5043nextseqn0035151bp.vcf,1479146369267T183815lib5043nextseqn0035151bp,SAMN20693110
240,1479146369267T183915lib5044nextseqn0036151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T183915lib5044nextseqn0036151bp/pilon/1479146369267T183915lib5044nextseqn0036151bp.vcf,1479146369267T183915lib5044nextseqn0036151bp,SAMN20693111
241,1479146369267T184015lib5045nextseqn0036151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184015lib5045nextseqn0036151bp/pilon/1479146369267T184015lib5045nextseqn0036151bp.vcf,1479146369267T184015lib5045nextseqn0036151bp,SAMN20693112
242,1479146369267T184115lib5046nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184115lib5046nextseqn0035151bp/pilon/1479146369267T184115lib5046nextseqn0035151bp.vcf,1479146369267T184115lib5046nextseqn0035151bp,SAMN20693113
243,1479146369267T184215lib5047nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184215lib5047nextseqn0035151bp/pilon/1479146369267T184215lib5047nextseqn0035151bp.vcf,1479146369267T184215lib5047nextseqn0035151bp,SAMN20693114
244,1479146369267T184315lib5048nextseqn0036151bp,S,,,S,,,,,S,S,,S,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184315lib5048nextseqn0036151bp/pilon/1479146369267T184315lib5048nextseqn0036151bp.vcf,1479146369267T184315lib5048nextseqn0036151bp,SAMN20693115
245,1479146369267T184415lib5049nextseqn0036151bp,S,,,S,,,,,R,R,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184415lib5049nextseqn0036151bp/pilon/1479146369267T184415lib5049nextseqn0036151bp.vcf,1479146369267T184415lib5049nextseqn0036151bp,SAMN20693116
246,1479146369267T184515lib5050nextseqn0036151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184515lib5050nextseqn0036151bp/pilon/1479146369267T184515lib5050nextseqn0036151bp.vcf,1479146369267T184515lib5050nextseqn0036151bp,SAMN20693117
247,1479146369267T184615lib5051nextseqn0036151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184615lib5051nextseqn0036151bp/pilon/1479146369267T184615lib5051nextseqn0036151bp.vcf,1479146369267T184615lib5051nextseqn0036151bp,SAMN20693118
248,1479146369267T184715lib5052nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,S,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184715lib5052nextseqn0035151bp/pilon/1479146369267T184715lib5052nextseqn0035151bp.vcf,1479146369267T184715lib5052nextseqn0035151bp,SAMN20693119
249,1479146369267T184815lib5053nextseqn0035151bp,S,,,S,,,,,R,S,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184815lib5053nextseqn0035151bp/pilon/1479146369267T184815lib5053nextseqn0035151bp.vcf,1479146369267T184815lib5053nextseqn0035151bp,SAMN20693120
250,1479146369267T184915lib5054nextseqn0035151bp,S,,,S,,,,,R,R,,R,S,S,S,,S,,,R,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T184915lib5054nextseqn0035151bp/pilon/1479146369267T184915lib5054nextseqn0035151bp.vcf,1479146369267T184915lib5054nextseqn0035151bp,SAMN20693121
251,1479146369267T185015lib5055nextseqn0035151bp,S,,,S,,,,,S,S,,R,S,S,S,,S,,,S,,R,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/1479146369267T185015lib5055nextseqn0035151bp/pilon/1479146369267T185015lib5055nextseqn0035151bp.vcf,1479146369267T185015lib5055nextseqn0035151bp,SAMN20693122
